Name,Spec
코카콜라음료 코카콜라 제로 레몬 500ml,"탄산음료/콜라/포장형태: 페트/제로칼로리/
[영양정보] 1회 제공량 500ml당 열량: 0kcal"
코카콜라음료 코카콜라 제로 레몬 355ml,"탄산음료/콜라/포장형태: 캔/제로칼로리/
[영양정보] 1회 제공량 355ml당 열량: 0kcal"
농심 웰치 제로 샤인머스캣맛 355ml,"탄산음료/환타·웰치스/포장형태: 캔/제로칼로리/
[영양정보] 1회 제공량 355ml당 열량: 0kcal"
천지개벽 제주 한라봉 스파클링 355ml,"탄산음료/환타·웰치스/포장형태: 캔/
[영양정보] 1회 제공량 355ml당 열량: 210kcal"
농심 웰치 제로 샤인머스캣 500ml,"탄산음료/환타·웰치스/포장형태: 페트/제로칼로리/
[영양정보] 1회 제공량 500ml당 열량: 0kcal"
푸드나무 원에이엠(1am) 스파클링 파인애플 제로 210ml,탄산음료/환타·웰치스/포장형태: 캔/제로칼로리/1회 제공량 210ml당 열량: 0kcal
푸드나무 원에이엠(1am) 스파클링 애플 제로 210ml,"탄산음료/환타·웰치스/포장형태: 캔/제로칼로리/
[영양정보] 1회 제공량 210ml당 열량: 0kcal"
태핑타피르 애플 바닐라 300ml,"탄산음료/환타·웰치스/포장형태: 병/
[영양정보] 1회 제공량 300ml당 열량: 132kcal"
태핑타피르 히비스커스 라임 300ml,"탄산음료/그외 음료/포장형태: 병/
[영양정보] 1회 제공량 300ml당 열량: 132kcal"
태핑타피르 구아바 레몬그라스 300ml,탄산음료/그외 음료/포장형태: 병/1회 제공량
태핑타피르 자몽 캐모마일 300ml,"탄산음료/환타·웰치스/포장형태: 병/
[영양정보] 1회 제공량 300ml당 열량: 132kcal"
FAVA BIBITE 니아스카 감귤에이드 탄산 250ml,"탄산음료/환타·웰치스/포장형태: 병/
[영양정보] 1회 제공량 250ml당 열량: 84kcal"
FAVA BIBITE 니아스카 페스티보 탄산 250ml,"탄산음료/환타·웰치스/포장형태: 병/
[영양정보] 1회 제공량 250ml당 열량: 140kcal"
FAVA BIBITE 마카리오 토니카 275ml,탄산음료/그외 음료/포장형태: 병
FAVA BIBITE 마카리오 아란차타로싸 275ml,"탄산음료/환타·웰치스/포장형태: 병/
[영양정보] 1회 제공량 275ml당 열량: 143kcal"
롯데칠성음료 탐스 제로 복숭아 패션후르츠향 355ml,"탄산음료/환타·웰치스/포장형태: 캔/제로칼로리/
[영양정보] 1회 제공량 355ml당 열량: 8kcal"
오벨로 콜라이트 콜라 제로 오리지널 355ml,"탄산음료/콜라/포장형태: 캔/제로칼로리/
[영양정보] 1회 제공량 355ml당 열량: 0kcal"
오벨로 콜라이트 제로 그레이프팝 355ml,"탄산음료/콜라/포장형태: 캔/제로칼로리/
[영양정보] 1회 제공량 355ml당 열량: 0kcal"
오벨로 콜라이트 제로 피치버블 355ml,"탄산음료/콜라/포장형태: 캔/제로칼로리/
[영양정보] 1회 제공량 355ml당 열량: 0kcal"
오벨로 콜라이트 콜라 제로 라임터치 355ml,"탄산음료/콜라/포장형태: 캔/제로칼로리/
[영양정보] 1회 제공량 355ml당 열량: 0kcal"
코카콜라음료 환타 제로 파인애플향 355ml,"탄산음료/환타·웰치스/포장형태: 캔/제로칼로리/
[영양정보] 1회 제공량 355ml당 열량: 0kcal"
쟈뎅 새콤달콤 스파클링 포도 제로 350ml,"탄산음료/환타·웰치스/포장형태: 페트/제로칼로리/
[영양정보] 1회 제공량 350ml당 열량: 5kcal"
농심 웰치 제로 그레이프 1.5L,"탄산음료/환타·웰치스/포장형태: 페트/제로칼로리/박스/
[영양정보] 총 내용량 1500ml당 열량: 0kcal"
인테이크 슈가로로 클리어 콜라 350ml,"탄산음료/콜라/포장형태: 페트/제로칼로리/
[영양정보] 1회 제공량 350ml당 열량: 0kcal"
롯데칠성음료 밀키스 제로 500ml,"탄산음료/밀크소다/포장형태: 페트/제로칼로리/
[영양정보] 1회 제공량 500ml당 열량: 16kcal"
롯데칠성음료 밀키스 제로 300ml,"탄산음료/밀크소다/포장형태: 페트/제로칼로리/
[영양정보] 1회 제공량 300ml당 열량: 10kcal"
롯데칠성음료 탐스 제로 청포도 석류향 355ml,탄산음료/환타·웰치스/포장형태: 캔/제로칼로리/1회 제공량 355ml당 열량: 8kcal
롯데칠성음료 펩시콜라 245ml (슬릭캔),"탄산음료/콜라/포장형태: 캔/
[영양정보] 1회 제공량 245ml당 열량: 110kcal"
일화 맥콜 제로 250ml,"탄산음료/그외 음료/포장형태: 캔/제로칼로리/
[영양정보] 1회 제공량 250ml당 열량: 5kcal"
일화 맥콜 제로 1.5L,"탄산음료/그외 음료/포장형태: 페트/제로칼로리/박스/
[영양정보] 1회 제공량 100ml당 열량: 3kcal"
동원F&B 쿨피스톡 파인애플맛 제로 340ml,"탄산음료/환타·웰치스/포장형태: 페트/제로칼로리/
[영양정보] 1회 제공량 340ml당 열량: 8kcal/탄수화물: 2g/당류: 0g/단백질: 0g/지방: 0g/포화지방: 0g/트랜스지방: 0g/콜레스테롤: 0mg/나트륨: 65mg"
동원F&B 쿨피스톡 복숭아맛 제로 340ml,"탄산음료/환타·웰치스/포장형태: 페트/제로칼로리/
[영양정보] 1회 제공량 340ml당 열량: 8kcal/탄수화물: 2g/당류: 0g/단백질: 0g/지방: 0g/포화지방: 0g/트랜스지방: 0g/콜레스테롤: 0mg/나트륨: 85mg"
