Name,Spec
할리스커피 할리스 탄산수 레몬라임 500ml,"탄산음료/탄산수/포장형태: 페트/원재료: 정제수, 이산화탄소, 천연향료(레몬향), 천연향료(라임향)"
할리스커피 할리스 탄산수 플레인 500ml,"탄산음료/탄산수/포장형태: 페트/원재료: 정제수, 이산화탄소"
동아오츠카 라인바싸 탄산수 샤인머스캣 500ml,"탄산음료/탄산수/포장형태: 페트/박스/원재료: 먹는샘물, 이산화탄소, 천연향료(샤인머스캣향), 향료(샤인머스캣향)"
동아오츠카 라인바싸 탄산수 파인애플 500ml,"탄산음료/탄산수/포장형태: 페트/원재료: 먹는샘물, 이산화탄소, 천연향료(파인애플향), 향료(파인애플향)"
웅진식품 빅토리아 썸머스노우 500ml,"탄산음료/탄산수/포장형태: 페트/원재료: 정제수, 이산화탄소, 향료(소다향, 레몬향)"
농심 데이 플러스 콜라겐 500ml 24PT,탄산수
해태제과 갈아만든 배 사이다 1.5L,탄산수/탄산음료/포장형태: 페트/1.5L
일화 초정탄산 자몽 무라벨 350ml,탄산수/탄산수/포장형태: 페트
일화 초정탄산 라임 무라벨 350ml,탄산수/탄산수/포장형태: 페트
웅진 빅토리아 초록매실 500ml 20개 + 내사랑유자C 500ml 20개,탄산수세트/탄산수
정식품 베지밀 과일이 꼭꼭 씹히는 애플망고 두유 190mlx64팩,탄산수
데자와밀크티 240ml 캔 2박스,탄산수
G 나랑드사이다 350ML 20입 3박스 플레인 파인애플 그린애플,탄산수
광동제약 아이스웨일 자몽 500ml,"탄산음료/탄산수/포장형태: 페트/박스/원재료: 정제수, 이산화탄소, 천연향료(자몽향)"
다농원 빙수친구 눈꽃빙수 우유맛 파우더 1.1kg,탄산수
라우레타나 VAP 탄산수 750ml,탄산음료/탄산수/포장형태: 병/원재료: 천연광천수 100% (이탈리아)
라우레타나 피닌파리나 탄산수 750ml,"탄산음료/탄산수/포장형태: 병/원재료: 탄산수 (광천수, 탄산가스) 100%"
한국청정음료 몽베스트 탄산수 레몬 500ml,탄산수/포장형태: 페트/500ml
폴메이드 늘푸른 산타니올 스페인 프리미엄 탄산수 500ml,탄산음료/탄산수/포장형태: 병
G 나랑드사이다 1.25L PET 1박스,탄산수
대상 금손 스파클링 스트롱 플레인 190ml,"탄산음료/탄산수/포장형태: 캔/원재료: 정제수, 이산화탄소"
산펠레그리노 아쿠아 파나 500mlx24페트 San Pellegrino Acqua Panna 500mlx24 24개 500ml,탄산수
웅진식품 빅토리아 초록매실 500ml,"탄산음료/탄산수/포장형태: 페트/박스/원재료: 정제수, 이산화탄소, 향료(매실향), 천연향료(매실향)"
웅진식품 빅토리아 내사랑유자C 500ml,"탄산음료/탄산수/포장형태: 페트/박스/원재료: 정제수, 이산화탄소, 향료(유자향), 비타민C, 천연향료(유자향)"
웰치스 소다 청포도 355ml 24캔X2개 총48캔,환타·웰치스/탄산수
대일F&B 참맑은 쿨 사이다 185ml x 30캔 음료수 캔음료,탄산수
엔에스크리스탈 시그너스 청포도 500ml,"탄산음료/탄산수/포장형태: 페트/원재료: 정제수, 이산화탄소, 천연향료(천연청포도향)"
에이치케이이노엔 리프레즈 스파클링 워터 플레인 190ml,"탄산음료/탄산수/포장형태: 캔/원재료: 정제수, 이산화탄소"
코카콜라 씨그램 비타자몽 350ml,탄산수/포장형태: 페트/350ml
나랑드사이다 245ml CAN 2박스 3종,탄산수
롯데칠성음료 이프로부족할때 아쿠아 48개 500ml,탄산수/포장형태: 페트
롯데칠성음료 트레비 복숭아 300ml,"탄산음료/탄산수/포장형태: 페트/박스/원재료: 정제수, 탄산가스, 천연자몽향"
인테이크 0칼로리 탄산음료 슈가로로 스파클링 레몬사이다 48개입,탄산수
코카콜라 씨그램 라벨프리 피치 350ml,탄산수/탄산수/포장형태: 페트/무라벨
풀무원 샌물 by nature 500ml 60개,탄산수
광동제약 330ml x 40펫 무 유라벨 랜덤,탄산수
나랑드사이다 제로 그린애플 350ml 20개 + 파인애플 350ml 20개,탄산수/포장형태: 페트/350ml/제로칼로리
코카콜라 코카콜라 제로 2L,콜라/탄산수/포장형태: 페트/2L/제로칼로리
쿠팡 탐사 스파클링 플레인 무라벨 500ml,"탄산음료/탄산수/포장형태: 페트/무라벨/박스/원재료: 정제수, 이산화탄소"
쿠팡 탐사 스파클링 레몬 무라벨 500ml,"탄산음료/탄산수/포장형태: 페트/무라벨/박스/원재료: 정제수, 이산화탄소, 천연향료(레몬향)"
일화 초정탄산수 라임 무라벨 350ml,"탄산음료/탄산수/포장형태: 페트/무라벨/박스/원재료: 정제수, 이산화탄소, 천연향료(라임향) 0.028%"
라우레타나 탄산수 500ml,"탄산음료/탄산수/포장형태: 페트, 병"
풀무원샘물 스파클링 워터 브리지톡 자몽 500ml,"탄산음료/탄산수/포장형태: 페트/원재료: 정제수, 이산화탄소, 천연향료(자몽향)"
