Name,Spec
영진식품 대용량 백옥 옥수수 강냉이 뻥튀기 5kg,스낵/대용량(벌크형)
우리가스토리 카사바칩 1.25kg,"감자칩/대용량(벌크형)/
[영양정보] 표시기준량 100g당 열량: 544kcal"
우리가스토리 카사바칩 스파이시 1.25kg,"감자칩/대용량(벌크형)/
[영양정보] 표시기준량 100g당 열량: 529kcal"
우리식품 포대과자 강냉이팝콘 2.2kg,팝콘/대용량(벌크형)
우리식품 포대과자 마카로니 2.2kg,스낵/대용량(벌크형)
우리식품 포대과자 밀튀밥 3.6kg,스낵/대용량(벌크형)
우리식품 포대과자 쌀튀밥 3.4kg,스낵/대용량(벌크형)
우리식품 포대과자 앵두 3.2kg,스낵/대용량(벌크형)
우리식품 포대과자 참맛콘 3.6kg,스낵/대용량(벌크형)
우리식품 포대과자 현미튀밥 3kg,스낵/대용량(벌크형)
우성식품 통밀쿠키 10kg,쿠키/대용량(벌크형)
웰빙코리아 참 고구마스틱 2.5kg,스낵/대용량(벌크형)
유림식품 7080 팝핀 전병 1kg,전병/대용량(벌크형)
제너럴밀스 시나몬 토스트 크런치 시리얼 1.4kg (해외),일반 시리얼/대용량(벌크형)
조단스 네츄럴 뮤즐리 1kg,"뮤즐리 시리얼/대용량(벌크형)/
[영양정보] 1회 제공량 45g당 열량: 208kcal/탄수화물: 33.4g/당류: 11.7g/단백질: 7.7g/지방: 4g/포화지방: 0g/트랜스지방: 0g/콜레스테롤: 0mg/나트륨: 0.04mg"
찰옥수수강냉이 5.5kg,스낵/대용량(벌크형)
켈로그 고소한 오곡 푸레이크 1.2kg,"일반 시리얼/대용량(벌크형)/
[영양정보] 1회 제공량 30g당 열량: 112kcal/탄수화물: 25.5g/당류: 9.9g/단백질: 1.5g/지방: 0.8g/포화지방: 0.2g/트랜스지방: 0g/콜레스테롤: 0mg/나트륨: 135mg"
켈로그 그래놀라 3종 1.4kg,그래놀라 시리얼/대용량(벌크형)/구성: 리얼 그래놀라 400g + 현미 그래놀라 500g + 통귀리 그래놀라 500g
켈로그 스페셜K 레드 베리 1.2kg,"일반 시리얼/대용량(벌크형)/
[영양정보] 1회 제공량 100g당 열량: 370kcal/탄수화물: 85g/당류: 22g/단백질: 8g/지방: 1.6g/포화지방: 0.3g/트랜스지방: 0g/콜레스테롤: 0mg/나트륨: 627mg"
켈로그 스페셜K 오리지널 파우치 1.3kg,"일반 시리얼/대용량(벌크형)/
[영양정보] 1회 제공량 40g당 열량: 152kcal/탄수화물: 31.6g/당류: 8g/단백질: 6g/지방: 0.2g/포화지방: 0g/트랜스지방: 0g/콜레스테롤: 0mg/나트륨: 200mg"
켈로그 아몬드 푸레이크 1.1kg,"일반 시리얼/대용량(벌크형)/
[영양정보] 1회 제공량 30g당 열량: 128kcal/탄수화물: 23.6g/당류: 8g/단백질: 1.8g/지방: 2.9g/포화지방: 1.2g/트랜스지방: 0g/콜레스테롤: 0mg/나트륨: 120mg"
켈로그 오곡으로 만든 첵스초코 1.1kg,"일반 시리얼/대용량(벌크형)/
[영양정보] 1회 제공량 30g당 열량: 118kcal/탄수화물: 25.5g/당류: 9g/단백질: 1.5g/지방: 1.1g/포화지방: 0.5g/트랜스지방: 0g/콜레스테롤: 0mg/나트륨: 135mg"
켈로그 오곡으로 만든 첵스초코 1.2kg,"일반 시리얼/대용량(벌크형)/
[영양정보] 1회 제공량 30g당 열량: 118kcal/탄수화물: 25.5g/당류: 9g/단백질: 1.5g/지방: 1.1g/포화지방: 0.5g/트랜스지방: 0g/콜레스테롤: 0mg/나트륨: 135mg"
켈로그 콘푸레이크 1.2kg,"일반 시리얼/대용량(벌크형)/
[영양정보] 1회 제공량 30g당 열량: 113kcal/탄수화물: 26.1g/당류: 3g/단백질: 1.8g/지방: 1.8g/포화지방: 0g/트랜스지방: 0g/콜레스테롤: 0mg/나트륨: 150mg"
켈로그 콘푸로스트 1.32kg,"일반 시리얼/대용량(벌크형)/
[영양정보] 1회 제공량 30g당 열량: 116kcal/탄수화물: 26.7g/당류: 9.5g/단백질: 1.5g/지방: 0.4g/포화지방: 0g/트랜스지방: 0g/콜레스테롤: 0mg/나트륨: 135mg"
켈로그 푸로스트콘 1.5kg,"일반 시리얼/대용량(벌크형)/
[영양정보] 1회 제공량 30g당 열량: 116kcal/탄수화물: 26.7g/당류: 9.5g/단백질: 1.5g/지방: 0.3g/포화지방: 0g/트랜스지방: 0g/콜레스테롤: 0mg/나트륨: 175mg"
켈로그 후르트링 1.2kg,"일반 시리얼/대용량(벌크형)/
[영양정보] 1회 제공량 30g당 열량: 117kcal/탄수화물: 26.4g/당류: 12g/단백질: 1.2g/지방: 0.7g/포화지방: 0.6g/트랜스지방: 0g/콜레스테롤: 0mg/나트륨: 135mg"
코스트코 커클랜드 시그니춰 발렌시아 피넛버터 프레첼 1.56kg,스낵/대용량(벌크형)
퀘이커 오트밀 오리지널 1kg,"오트밀 시리얼/대용량(벌크형)/
[영양정보] 1회 제공량 100g당 열량: 370kcal/나트륨: 290mg/탄수화물: 69g/당류: 4g/식이섬유: 7.2g/지방: 7g/트랜스지방: 0g/포화지방: 11g/콜레스테롤: 0mg/단백질: 11g"
퀘이커 클래식 오트 1.5kg,"오트밀 시리얼/대용량(벌크형)/
[영양정보] 1회 제공량 100ml당 열량: 375kcal/탄수화물: 68g/당류: 3g/단백질: 12g/지방: 7g/포화지방: 1.2g/트랜스지방: 0g/콜레스테롤: 0mg/나트륨: 60mg/식이섬유 7.8g"
포스트 프루티 페블스 시리얼 1.13kg,일반 시리얼/대용량(벌크형)
플라하반 퀵오트 오리지날 1.4kg,"오트밀 시리얼/대용량(벌크형)/
[영양정보] 1회 제공량 35g당 열량: 130kcal/나트륨 : 0.01g이하/탄수화물: 23g/당류: 0.3g/지방: 2g/트랜스지방: 0g/포화지방: 0.4g/콜레스테롤: 0mg/단백질 : 3.9g"
황금제과 종합전병세트 추억의 옛날과자 1kg,전병/대용량(벌크형)
