Name,Spec
롯데칠성음료 게토레이 레몬 1.5L,"이온음료/포장형태: 페트/박스/
[영양정보] 1회 제공량 200ml당 열량: 50kcal/탄수화물: 13g/당류: 13g/단백질: 0g/지방: 0g/포화지방: 0g/트랜스지방: 0g/콜레스테롤: 0mg/나트륨: 100mg"
롯데칠성음료 게토레이 레몬 1.5L + 게토레이 블루볼트 1.5L,이온음료/포장형태: 페트
롯데칠성음료 게토레이 레몬 240ml,"이온음료/포장형태: 캔/
[영양정보] 1회 제공량 240ml당 열량: 65kcal/탄수화물: 16g/당류: 16g/단백질: 0g/지방: 0g/포화지방: 0g/트랜스지방: 0g/콜레스테롤: 0mg/나트륨: 115mg"
롯데칠성음료 게토레이 레몬 340ml,"이온음료/포장형태: 캔/
[영양정보] 1회 제공량 340ml당 열량: 90kcal/탄수화물: 22g/당류: 0g/단백질: 0g/지방: 0g/포화지방: 0g/트랜스지방: 0g/콜레스테롤: 0mg/나트륨: 165mg"
롯데칠성음료 게토레이 레몬 600ml,"이온음료/포장형태: 페트/
[영양정보] 1회 제공량 200ml당 열량: 50kcal/탄수화물: 13g/당류: 13g/단백질: 0g/지방: 0g/포화지방: 0g/트랜스지방: 0g/콜레스테롤: 0mg/나트륨: 100mg"
롯데칠성음료 게토레이 블루 600ml,이온음료/포장형태: 페트
롯데칠성음료 게토레이 블루볼트 1.5L,"이온음료/포장형태: 페트/
[영양정보] 1회 제공량 200ml당 열량: 50kcal/탄수화물: 12g/당류: 12g/단백질: 0g/지방: 0g/포화지방: 0g/트랜스지방: 0g/콜레스테롤: 0mg/나트륨: 85mg"
롯데칠성음료 게토레이 블루볼트 600ml,"이온음료/포장형태: 페트/
[영양정보] 1회 제공량 200ml당 열량: 50kcal/탄수화물: 12g/당류: 12g/단백질: 0g/지방: 0g/포화지방: 0g/트랜스지방: 0g/콜레스테롤: 0mg/나트륨: 85mg"
롯데칠성음료 게토레이 제로 레몬 1.5L[1개],이온음료
롯데칠성음료 게토레이 제로 빙하 체리 355ml (해외),이온음료/포장형태: 페트/제로칼로리
롯데칠성음료 게토레이 제로 오렌지 591ml (해외),이온음료/포장형태: 페트/제로칼로리
롯데칠성음료 게토레이 퍼플 플래시 1.5L,"이온음료/포장형태: 페트/
[영양정보] 1회 제공량 100ml당 열량: 10kcal"
롯데칠성음료 깨수깡 160ml,"숙취해소음료/포장형태: 캔/
[영양정보] 1회 제공량 160ml당 열량: 85kcal/나트륨: 15mg/탄수화물: 21g/당류: 21g/지방: 0g/트랜스지방: 0g/포화지방: 0g/콜레스테롤: 0mg/단백질: 0g"
롯데칠성음료 데일리C 레몬워터 500ml,"비타민음료/포장형태: 페트/
[영양정보] 1회 제공량 250ml당 열량: 50kcal/탄수화물: 13g/당류: 13g/단백질: 0g/지방: 0g/포화지방: 0g/트랜스지방: 0g/콜레스테롤: 0mg/나트륨: 20mg"
롯데칠성음료 데일리C 비타민워터 바이탈 V 500ml,비타민음료/포장형태: 페트
롯데칠성음료 밀키스 1.5L + 펩시 1.5L,탄산음료/탄산음료/포장형태: 페트
롯데칠성음료 밀키스 제로 250ml,탄산음료/탄산음료/포장형태: 캔/제로칼로리
롯데칠성음료 밀키스 제로 500ml,탄산음료/탄산음료/포장형태: 페트/제로칼로리
롯데칠성음료 비타파워 100ml,"비타민음료/포장형태: 병/박스/
[영양정보] 1회 제공량 100ml당 열량: 25kcal/탄수화물: 6g/당류: 6g/단백질: 0g/지방: 0g/포화지방: 0g/트랜스지방: 0g/콜레스테롤: 0mg/나트륨: 15mg"
롯데칠성음료 비타파워 180ml,"비타민음료/포장형태: 캔/
[영양정보] 1회 제공량 180ml당 열량:40kcal/탄수화물:10g/당류:10g/단백질:0g/지방:0g/포화지방:0g/트랜스지방:0g/콜레스테롤:0mg/나트륨:25mg"
롯데칠성음료 이프로 부족할 때 아쿠아 제로 500ml,이온음료/포장형태: 페트/500ml/제로칼로리
롯데칠성음료 이프로 부족할때 350mlx20펫 복숭아,이온음료
롯데칠성음료 칠성사이다 1.5L + 밀키스 1.5L,탄산음료/탄산음료/포장형태: 페트
롯데칠성음료 칠성사이다 1.5L + 펩시콜라 1.5L,"탄산음료/탄산음료/포장형태: 페트/구성: 칠성사이다 1.5L, 펩시콜라 1.5L"
롯데칠성음료 칠성사이다 190ml,"탄산음료/탄산음료/포장형태: 캔/
[영양정보]"
롯데칠성음료 칠성사이다 210ml,"탄산음료/탄산음료/포장형태: 캔/
[영양정보]"
롯데칠성음료 칠성사이다 245ml,탄산음료/탄산음료/포장형태: 캔
롯데칠성음료 칠성사이다 250ml,"탄산음료/탄산음료/포장형태: 페트/
[영양정보]"
롯데칠성음료 칠성사이다 355ml,"탄산음료/탄산음료/사이다/포장형태: 캔/
[영양정보]"
롯데칠성음료 펩시콜라 1.25L,탄산음료/탄산음료/포장형태: 페트
롯데칠성음료 핫식스 250ml,"에너지드링크/포장형태: 캔/
[영양정보] 1회 제공량 250ml당 열량: 120kcal/탄수화물: 30g/당류: 30g/단백질: 0g/지방: 0g/포화지방: 0g/트랜스지방: 0g/콜레스테롤: 0mg/나트륨: 70mg"
롯데칠성음료 핫식스 355ml,"에너지드링크/포장형태: 캔/
[영양정보] 1회 제공량 355ml당 열량: 175kcal/탄수화물: 43g/당류: 43g/단백질: 0g/지방: 0g/포화지방: 0g/트랜스지방: 0g/콜레스테롤: 0mg/나트륨: 100mg"
롯데칠성음료 핫식스 더킹 러쉬 355ml,에너지드링크/포장형태: 캔
롯데칠성음료 핫식스 더킹 스톰 355ml,"에너지드링크/포장형태: 캔/
[영양정보] 총 내용량 355ml당 열량: 11kcal"
롯데칠성음료 핫식스 더킹 제로 355ml,"에너지드링크/포장형태: 캔/제로칼로리/
[영양정보] 1회 제공량 355ml당 열량: 10kcal/탄수화물: 8.5g/당류: 0g/단백질: 0g/지방: 0g/포화지방: 0g/트랜스지방: 0g/콜레스테롤: 0mg/나트륨: 120mg/에리스리톨: 6g"
롯데칠성음료 핫식스 더킹 크러쉬 피치 355ml,"에너지드링크/포장형태: 캔/
[영양정보] 1회 제공량 355ml당 열량: 165kcal"
롯데칠성음료 핫식스 더킹 파워 330ml,"에너지드링크/포장형태: 캔/
[영양정보] 1회 제공량 330ml당 열량: 160kcal/나트륨: 100mg/탄수화물: 40g/당류: 40g/지방: 0g/트랜스지방: 0g/포화지방: 0g/콜레스테롤: 0mg/단백질: 0g"
롯데칠성음료 핫식스 더킹 파워 355ml (슬릭캔),"에너지드링크/포장형태: 캔/
[영양정보] 1회 제공량 355ml당 열량: 170kcal/탄수화물: 42g/당류: 42g/단백질: 0g/지방: 0g/포화지방: 0g/트랜스지방: 0g/콜레스테롤: 0mg/나트륨: 105mg"
롯데칠성음료 핫식스 더킹 퍼플 그레이프 355ml,에너지드링크/포장형태: 캔/355ml
롯데칠성음료 핫식스 더킹 펀치 330ml,"에너지드링크/포장형태: 캔/
[영양정보] 1회 제공량 330ml당 열량: 90kcal/나트륨: 105mg/탄수화물: 22g/당류: 22g/지방: 0g/트랜스지방: 0g/포화지방: 0g/콜레스테롤: 0mg/단백질: 0g"
롯데칠성음료 핫식스 더킹 펀치 355ml (슬릭캔),"에너지드링크/포장형태: 캔/
[영양정보] 1회 제공량 355ml당 열량: 90kcal/탄수화물: 23g/당류: 23g/단백질: 0g/지방: 0g/포화지방: 0g/트랜스지방: 0g/콜레스테롤: 0mg/나트륨: 105mg"
롯데칠성음료 핫식스 더킹 포스 330ml,"에너지드링크/포장형태: 캔/
[영양정보] 1회 제공량 330ml당 열량: 13kcal/나트륨: 165mg/탄수화물: 1g/당류: 1g/지방: 1g/트랜스지방: 0g/포화지방: 0g/콜레스테롤: 0mg/단백질: 0g"
롯데칠성음료 핫식스 더킹 포스 355ml (슬릭캔),"에너지드링크/포장형태: 캔/
[영양정보] 1회 제공량 355ml당 열량: 12kcal/나트륨: 189mg/탄수화물: 3g/당류: 1g/지방: 0g/트랜스지방: 0g/포화지방: 0g/콜레스테롤: 0mg/단백질: 0g"
롯데칠성음료 핫식스 제로 250ml,"에너지드링크/포장형태: 캔/제로칼로리/박스/
[영양정보] 1회 제공량 250ml당 열량: 8kcal"
링거워터 링티 제로 복숭아맛 240ml,"이온음료/포장형태: 캔/제로칼로리/
[영양정보] 1회 제공량 240ml당 열량: 0kcal/탄수화물: 3g/당류: 0g/단백질: 0g/지방: 0g/포화지방: 0g/트랜스지방: 0g/콜레스테롤: 0mg/나트륨: 70mg"
링티 레몬맛 10T,"이온음료/포장형태: 스틱/총량: 30T/
[영양정보] 1회 제공량 11.6g당 열량: 40kcal/탄수화물: 9.5g/당류: 7.2g/단백질: 1g미만/지방: 0g미만/포화지방: 0g/트랜스지방: 0g/콜레스테롤: 0mg/나트륨: 358mg/비타민C: 500mg"
링티 복숭아맛 10T,"이온음료/포장형태: 스틱/총량: 100T/
[영양정보] 1회 제공량 11g당 열량: 40kcal/탄수화물: 9g/당류: 7g/단백질: 1g미만/지방: 0g/포화지방: 0g/트랜스지방: 0g/콜레스테롤: 0mg/나트륨: 430mg"
링티 복숭아맛 11.6g 10포,이온음료/116g
링티 샤인머스캣맛 11.4g 10포,이온음료/114g
링티 액티브 2.0 10T,"이온음료/포장형태: 스틱/총량: 100T/
[영양정보] 1회 제공량 11g당 열량: 39kcal/탄수화물: 9.8g/단백질: 0g/지방: 0g/나트륨: 350mg/비타민C: 450mg/비타민B1: 6mg/비타민B6: 7.5mg/판토텐산: 7.5mg/비오틴: 150㎍/나이아신: 15mgNE/엽산: 400㎍/아연: 8.5mg"
링티 제로 레몬라임맛 1L,이온음료/포장형태: 페트/1L/제로칼로리
링티 제로 레몬라임맛 500ml,"이온음료/포장형태: 페트/제로칼로리/박스/
[영양정보] 1회 제공량 500ml당 열량: 0kcal"
링티 제로 복숭아맛 1L,이온음료/포장형태: 페트/1L/제로칼로리
링티 제로 복숭아맛 500ml,"이온음료/포장형태: 페트/제로칼로리/박스/
[영양정보] 총 내용량 500ml당 열량: 0kcal"
링티 제로 복숭아맛 무라벨 340ml,"이온음료/포장형태: 페트/무라벨/제로칼로리/
[영양정보] 1회 제공량 340ml당 열량: 0kcal"
링티 청포도 수박맛 10T,이온음료/포장형태: 스틱/총량: 10T/1T당: 10.1g
링티 포션 11.71g 10포,이온음료/117g
링티 포션 2.0 11.7g 10포,이온음료/117g
링티 핫링티 3종 혼합 30정 + 머그컵,이온음료/120g
링티 핫링티 레몬진저맛 4g 10정,이온음료/40g
링티 핫링티 리치카모마일맛 4g 10정,이온음료/40g
링티 핫링티 유자맛 4g 10정,이온음료/40g
마르티넬리 골드메달 스파클링 애플주스 296ml,탄산음료/탄산음료/포장형태: 병
말표산업 말표 마력 에베레스트 화이트 에너지 드링크 250ml,"에너지드링크/포장형태: 캔/
[영양정보] 1회 제공량 250ml당 열량: 15kcal/탄수화물: 5g/당류: 0g/단백질: 2g/지방: 0g/포화지방: 0g/트랜스지방: 0g/콜레스테롤: 0mg/나트륨: 130mg/에리스리톨: 2.5g"
메가MGC커피 페이머스소다 패션후르츠 330ml,"비타민음료/탄산음료/포장형태: 유리병/330ml/
[영양정보]"
몬스터에너지 퍼시픽 펀치 500ml,에너지드링크/포장형태: 캔
바이오포트코리아 발란스그로우 망고 에이드 230ml,"탄산음료/탄산음료/포장형태: 파우치/
[영양정보]"
버즈업 얌티 블루베리 라즈베리 10T,비타민음료/포장형태: 스틱/총량: 10T/1T당: 3g
버즈업 얌티 오렌지 망고 10T,비타민음료/포장형태: 스틱/총량: 10T/1T당: 3g
보고신약 한미 파워젠 100ml,강장음료/포장형태: 병
보고신약 한미 황제골드 100ml,강장음료/포장형태: 병/박스
보해양조 숙취해소 간개무량 150ml,숙취해소음료/포장형태: 병
보해양조 숙취해소제 음료 간개무량 170ml 10캔 SizeUp,숙취해소음료
분다버그 레몬라임 앤 비터 375ml,탄산음료/탄산음료/포장형태: 병
분다버그 진저비어 200ml,탄산음료/탄산음료/포장형태: 캔
분다버그 진저비어 375ml,탄산음료/탄산음료/포장형태: 병
분다버그 핑크 그레이프프루트 375ml,탄산음료/탄산음료/포장형태: 병
빙그레 슈퍼부스트 수분충전 500ml,"에너지드링크/포장형태: 페트/제로칼로리/
[영양정보] 1회 제공량 500ml당 열량: 0kcal/탄수화물: 6g/당류: 0g/단백질: 1g미만/지방: 0g/포화지방: 0g/트랜스지방: 0g/콜레스테롤: 0mg/나트륨: 250mg/에리스리톨: 6g/아연: 8.5mg"
빙그레 슈퍼부스트 파워충전 500ml,"에너지드링크/포장형태: 페트/제로칼로리/
[영양정보] 1회 제공량 500ml당 열량: 0kcal/탄수화물: 12g/당류: 0g/단백질: 0g/지방: 0g/포화지방: 0g/트랜스지방: 0g/콜레스테롤: 0mg/나트륨: 130mg/에리스리톨: 12g/비타민C: 100mg/아연: 8.5mg"
빙그레 아연워터 복숭아 500ml,이온음료/포장형태: 페트/500ml
산가리아 멜론 소다 음료 500ml 12개,"탄산음료,환타·웰치스/탄산음료/포장형태: 페트"
산펠레그리노 리모니타 레몬 200ml,"탄산음료/탄산음료/포장형태: 병/
[영양정보]"
산펠레그리노 아란시아타 로사 330ml,탄산음료/탄산음료/포장형태: 캔
산펠레그리노 아란시아타 오렌지 330ml,탄산음료/탄산음료/포장형태: 페트
삼경에프에스 크레용신짱 파인애플향 라무네 200ml,탄산음료/탄산음료/포장형태: 페트
삼성제약 까스명수 골드 75ml,소화제/포장형태: 병
삼성제약 까스명수 골드액 75ml,소화제/포장형태: 병
삼양사 큐원 상쾌환 부스터 100ml,숙취해소음료/포장형태: 페트/100ml
삼양사 큐원 상쾌환 부스터 제로 100ml,숙취해소음료/제로칼로리
상일 익스트림 에너지 퍼스트 펭귄 250ml,에너지드링크/포장형태: 캔
상일 클룹 제로소다 청사과 500ml,탄산음료/탄산음료/포장형태: 캔/제로칼로리
서영이앤티 모닝이즈백 100ml,"숙취해소음료/포장형태: 병/
[영양정보] 1회 제공량 100ml당 열량: 45kcal"
세미 고구마라떼 페이스트 1kg,비타민음료/포장형태: 파우치
셀시어스 셀시어스 라즈베리 아사히 그린티 325ml,피트니스드링크/포장형태: 캔
셀시어스 셀시어스 스파클링 오렌지 325ml,피트니스드링크/포장형태: 캔
셀시어스 셀시어스 오리지널 피트니스 드링크 325ml,피트니스드링크/포장형태: 캔
셀시어스 오리지널 라즈베리 아사이 그린티 325ml,"에너지드링크/포장형태: 캔/제로칼로리/
[영양정보] 1회 제공량 325ml당 열량: 10kcal"
셀시어스 오리지널 피치망고 그린티 325ml,"에너지드링크/포장형태: 캔/제로칼로리/
[영양정보] 1회 제공량 325ml당 열량: 10kcal"
숙희 숙희해수 ABC 60ml,숙취해소음료/포장형태: 페트/1회 제공량 60ml당 열량: 75kcal/탄수화물: 18g/당류: 14g/단백질: 0.5g미만/지방: 0g/포화지방: 0g/트랜스지방: 0g/콜레스테롤: 0mg/나트륨: 8mg
숙희 젊은 기운 그대로 석류&복분자 60ml,숙취해소음료/포장형태: 페트
시그니처 콜라 1.5L,탄산음료/탄산음료/포장형태: 페트
아사히콜렉션 미츠야 사이다 제로 스트롱 500ml,탄산음료/탄산음료/포장형태: 페트/제로칼로리
에스앤제이푸드 천지개벽 100ml,숙취해소음료/포장형태: 병
에스엠바이오 힐링티 프로 레몬복숭아맛 10T,이온음료/포장형태: 스틱/총량: 20T/1T당: 10g
에스파이어 헬시 에너지드링크 트로피칼 제로슈거 355ml,에너지드링크/포장형태: 캔/제로칼로리
에이치케이이노엔 컨디션 CEO 150ml,"숙취해소음료/포장형태: 병/
[영양정보] 1회 제공량 150ml당 열량: 115kcal/탄수화물: 26g/당류: 25g/단백질: 2g/지방: 0g/포화지방: 0g/트랜스지방: 0g/콜레스트롤: 0mg/나트륨: 2mg"
에이치케이이노엔 컨디션 레이디 100ml,"숙취해소음료/포장형태: 병/
[영양정보] 1회 제공량 100ml당 열량: 65kcal/탄수화물: 14g/당류: 11g/단백질: 2g/지방: 0g/포화지방: 0g/트랜스지방: 0g/콜레스테롤: 0mg/나트륨: 75mg"
에이치케이이노엔 컨디션 헛개 100ml,"숙취해소음료/포장형태: 병/
[영양정보] 1회 제공량 100ml당 열량: 55kcal/탄수화물: 12g/당류: 12g/단백질: 2g/지방: 0g/포화지방: 0g/트랜스지방: 0g/콜레스테롤: 0mg/나트륨: 40mg"
에이치케이이노엔 컨디션 헛개 75ml,"숙취해소음료/포장형태: 병/
[영양정보] 1회 제공량 75ml당 열량: 45kcal/탄수화물: 10g/당류: 8g/단백질: 1g/지방: 0g/포화지방: 0g/트랜스지방: 0g/콜레스테롤: 0mg/나트륨: 75mg"
에이치케이이노엔 컨디션헛개수 340ml x 20펫 헛개차 차음료 음료수,숙취해소음료/차음료
엔바이오 케이쿨 120ml,숙취해소음료/포장형태: 페트
엠탑 아톰 파워업 오리지널 355ml,"에너지드링크/포장형태: 캔/
[영양정보] 1회 제공량 355ml당 열량: 135kcal"
엠탑 아톰 파워업 제로 355ml,"에너지드링크/포장형태: 캔/제로칼로리/
[영양정보] 1회 제공량 355ml당 열량: 14kcal"
오란씨 오렌지 1.5L,탄산음료/탄산음료/포장형태: 페트
오란씨 오렌지 250ml,탄산음료/탄산음료/포장형태: 캔
오란씨 키위 250ml,탄산음료/탄산음료/포장형태: 캔
오란씨 파인애플 1.5L,탄산음료/탄산음료/포장형태: 페트
오란씨 파인애플 350ml,탄산음료/탄산음료/포장형태: 캔
오란씨 파인애플 500ml,탄산음료/탄산음료/포장형태: 페트
오로나민C 120ml,"비타민음료/탄산음료/포장형태: 병/
[영양정보]"
오션스프레이 스파클링 피치쥬스 340ml,"탄산음료/탄산음료/포장형태: 캔/
[영양정보]"
오스틴제약 오스틴 쌍화 100ml,"강장음료/포장형태: 병/박스/
[영양정보] 1회 제공량 100ml당 열량: 25kcal"
오케이에프 뷰티콜라겐 제로슈가 500ml[24개],이온음료/포장형태: 페트/500ml/제로칼로리
온유어사이드 넛츠그린 제로 스파클링 자몽블랙티 350ml,탄산음료/탄산음료/포장형태: 페트/제로칼로리
와이피컴퍼니 링포텐 레몬맛 10T,이온음료/포장형태: 스틱/총량: 10T/1T당: 11g
와이피컴퍼니 링포텐 복숭아맛 10T,이온음료/포장형태: 스틱/총량: 10T/1T당: 11g
와이피헬스케어 링포텐 레몬맛 11g 10포,이온음료/110g
와이피헬스케어 링포텐 복숭아맛 11g 10포,이온음료/110g
웅진 815 사이다 250ml,탄산음료/탄산음료/포장형태: 캔
웅진 이온더핏 제로 500ml,이온음료/포장형태: 페트/500ml/제로칼로리
웅진 이온더핏 제로 밸런스 500ml,이온음료/포장형태: 페트/500ml/제로칼로리
웅진 티즐 스파클링 제로 유자그린티 340ml,탄산음료/탄산음료/포장형태: 캔/제로칼로리
웅진 티즐 스파클링 제로 피치우롱티 500ml[20개],비타민음료/탄산음료/포장형태: 캔/500ml/제로칼로리
웅진식품 이온더핏 제로 3종 500ml 24입,이온음료
웅진식품 이온더핏 제로칼로리 500ml,"이온음료/포장형태: 페트/제로칼로리/
[영양정보] 1회 제공량 410ml당 열량: 0kcal/탄수화물: 1g 미만/당류: 0g/단백질: 0g/지방: 0g/포화지방: 0g/트랜스지방: 0g/콜레스트롤 0mg/나트륨: 145mg"
웅진식품 이온더핏 제로칼로리 밸런스 500ml,"이온음료/포장형태: 페트/제로칼로리/박스/
[영양정보] 1회 제공량 500ml당 열량: 0kcal"
웅진식품 이온더핏 제로칼로리 액티브 500ml,"이온음료/포장형태: 페트/제로칼로리/박스/
[영양정보] 1회 제공량 500ml당 열량: 0kcal"
웅진식품 홍삼꿀D 드링크 선물세트 100ml 20병 케이스포장배송,숙취해소음료
"유기농산 락스 유기농 망고,오렌지 250ml 1개",탄산음료/탄산음료/포장형태: 페트
이마트 노브랜드 밀크 스파클링 500ml,비타민음료/탄산음료/포장형태: 페트
이마트 노브랜드 체리콕 500ml,비타민음료/탄산음료/포장형태: 페트/500ml
익수제약 빠르고 속이 시원한 위속청Q 100ml,"소화제/포장형태: 병/
[영양정보] 1회 제공량 100ml당 열량: 52kcal"
인테이크 바이탈워터 200ml,"에너지드링크/포장형태: 파우치/
[영양정보] 1회 제공량 200ml당 열량: 35kcal/나트륨: 360mg/탄수화물: 8g/당류: 2.8g/지방: 0g/트랜스지방: 0g/포화지방: 0g/콜레스테롤: 0mg/단백질: 0.7g"
일동제약 아로골드 D 플러스 100ml,"비타민음료/포장형태: 병/박스/
[영양정보] 1회 제공량 100ml당 열량: 48kcal/탄수화물: 12g/당류: 11g/단백질: 0g/지방: 0g/포화지방: 0g/트랜스지방: 0g/콜레스트롤: 0mg/나트륨: 14mg"
일동제약 아로골드D 100ml,"비타민음료/포장형태: 병/
[영양정보] 1회 제공량 100ml당 열량: 44kcal/탄수화물: 11g/당류: 10g/단백질: 0g/지방: 0g/포화지방: 0g/트랜스지방: 0g/콜레스테롤: 0mg/나트륨: 15mg"
일동제약 아로골드MG 100ml,"비타민음료/포장형태: 병/박스/
[영양정보] 1회 제공량 100ml당 열량: 55kcal/탄수화물: 14g/당류: 10g/단백질: 0g/지방: 0g/포화지방: 0g/트랜스지방: 0g/콜레스테롤: 0mg/나트륨: 10mg/비타민C: 100mg/마그네슘: 200mg"
일양약품 원비디 120ml,강장음료/포장형태: 병/박스
일양약품 일양 영비천 골드 120ml,강장음료/포장형태: 병
일양약품 일양 원비디 120ml,강장음료/포장형태: 병
일화 고려 홍삼디 175ml,"강장음료/포장형태: 캔/
[영양정보] 1회 제공량 175ml당 열량:80kcal/탄수화물:20g/당류:20g/단백질:0g/지방:0g/포화지방:0g/트랜스지방:0g/콜레스테롤:0mg/나트륨:10mg"
일화 탑씨 제로 파인애플 250ml,탄산음료/탄산음료/포장형태: 캔/제로칼로리
일화 활력비타C 175ml,"비타민음료/포장형태: 캔/
[영양정보] 1회 제공량 175ml당 열량: 110kcal/탄수화물: 27g/당류: 27g/단백질: 0g/지방: 0g/포화지방: 0g/트랜스지방: 0g/콜레스테롤: 0mg/나트륨: 35mg"
정관장 홍삼원D 드링크 100ml,"강장음료/포장형태: 병/박스/
[영양정보] 1일 섭취량 100ml당 열량: 55kcal/탄수화물: 14g/당류: 9g/단백질: 0g/나트륨: 0mg"
제일종합식품 원기삼 120ml,"강장음료/포장형태: 병/박스/
[영양정보] 1회 섭취량당 열량: 70kcal/탄수화물: 17g/당류: 14g/나트륨: 15mg"
종근당건강 락토조이 제로 350ml,이온음료/포장형태: 페트/350ml/제로칼로리
컨피던스 250ml,비타민음료/포장형태: 캔/250ml
컬쳐렐 한독 레디큐 드링크 100ml,"숙취해소음료/포장형태: 병/
[영양정보] 1회 제공량 100ml당 열량: 55kcal/탄수화물: 14g/당류: 8g/단백질: 8g/지방: 0g/포화지방: 0g/트랜스지방: 0g/콜레스테롤: 0mg/나트륨: 10mg"
컬쳐렐 한독 유산균 레디큐 드링크 프로 120ml,"숙취해소음료/포장형태: 페트/
[영양정보] 총 내용량 120ml당 열량: 68kcal"
코카콜라 갈증해소 이온음료 토레타 240ml 30캔,이온음료
코카콜라 글라소 비타민워터 에너지 500ml,비타민음료/포장형태: 페트/500ml
코카콜라 닥터페퍼 제로 355ml,탄산음료/탄산음료/포장형태: 캔/제로칼로리
코카콜라 몬스터 에너지 울트라 355ml,"에너지드링크/포장형태: 캔/
[영양정보]"
코카콜라 몬스터 에너지 파이프라인 펀치 473ml,"에너지드링크/포장형태: 캔/
[영양정보]"
코카콜라 몬스터에너지 망고 로코 355ml,"에너지드링크/포장형태: 캔/
[영양정보]"
코카콜라 몬스터에너지 울트라선라이즈 355ml,에너지드링크/포장형태: 캔/제로칼로리
코카콜라 버라이어티팩 3종세트,"탄산음료/탄산음료/포장형태: 캔/구성: 코카콜라 215ml x 12개, 스프라이트 215ml x 12개, 환타 215ml x 6개"
코카콜라 스프라이트 250ml,"탄산음료/탄산음료/포장형태: 캔/
[영양정보]"
코카콜라 스프라이트 300ml,"비타민음료/탄산음료/포장형태: 페트/300ml/
[영양정보] 당류: 34g"
코카콜라 스프라이트 500ml,탄산음료/탄산음료/포장형태: 페트
코카콜라 스프라이트 제로 500ml,탄산음료/탄산음료/포장형태: 페트/제로칼로리
코카콜라 아쿠아리우스 1.5L,이온음료/포장형태: 페트
코카콜라 암바사 250ml,탄산음료/탄산음료/포장형태: 캔
코카콜라 코카콜라 1.25L,탄산음료/탄산음료/포장형태: 페트
코카콜라 코카콜라 1.5L + 환타 오렌지 1.5L,탄산음료/탄산음료/포장형태: 페트
코카콜라 코카콜라 1.6L,탄산음료/탄산음료/포장형태: 페트
코카콜라 코카콜라 190ml,"탄산음료/탄산음료/포장형태: 캔/
[영양정보]"
코카콜라 코카콜라 245ml,"탄산음료/탄산음료/포장형태: 캔/
[영양정보]"
코카콜라 코카콜라 2L,"탄산음료/탄산음료/포장형태: 페트/
[영양정보]"
코카콜라 코카콜라 300ml,"탄산음료/탄산음료/포장형태: 페트/
[영양정보]"
코카콜라 코카콜라 350ml,"탄산음료/탄산음료/포장형태: 캔/
[영양정보]"
코카콜라 코카콜라 500ml,"탄산음료/탄산음료/포장형태: 페트/
[영양정보]"
코카콜라 코카콜라 600ml,탄산음료/탄산음료/포장형태: 페트
코카콜라 코카콜라 무라벨 370ml,탄산음료/탄산음료/포장형태: 페트/무라벨
코카콜라 코카콜라 제로 1.25L,탄산음료/탄산음료/포장형태: 페트/제로칼로리
코카콜라 코카콜라 제로 190ml,"탄산음료/탄산음료/포장형태: 캔/제로칼로리/
[영양정보]"
코카콜라 코카콜라 제로 355ml,탄산음료/탄산음료/포장형태: 캔/제로칼로리
코카콜라 코카콜라 제로 체리 바닐라 355ml,탄산음료/탄산음료/포장형태: 캔/제로칼로리
코카콜라 코카콜라 체리맛 500ml,탄산음료/탄산음료/포장형태: 페트
코카콜라 코카콜라+스프라이트+환타오렌지 190ml 각30캔,탄산음료/탄산음료/포장형태: 캔
코카콜라 코크 제로1.5L + 스프라이트 제로1.5L,탄산음료/탄산음료/포장형태: 페트/제로칼로리
코카콜라 킨사이다 185ml,"탄산음료/탄산음료/포장형태: 페트/
[영양정보]"
코카콜라 킨사이다 355ml,탄산음료/탄산음료/포장형태: 캔
코카콜라 토레타 240ml,"이온음료/포장형태: 캔/
[영양정보]"
코카콜라 토레타 900ml,"이온음료/포장형태: 페트/
[영양정보]"
코카콜라 토레타 더 락토 요구르트맛 500ml,이온음료/포장형태: 페트/500ml
코카콜라 토레타 무라벨 340ml,이온음료/포장형태: 페트/무라벨
코카콜라 토레타 제로 무라벨 340ml,이온음료/포장형태: 페트/340ml/무라벨/제로칼로리
코카콜라 파워에이드 마운틴 블라스트 1.5L,"이온음료/포장형태: 페트/
[영양정보]"
코카콜라 파워에이드 마운틴 블라스트 240ml,이온음료/포장형태: 캔/240ml
코카콜라 파워에이드 마운틴 블라스트 355ml,이온음료/포장형태: 캔/355ml
코카콜라 파워에이드 마운틴 블라스트 520ml,이온음료/포장형태: 페트
코카콜라 파워에이드 마운틴 블라스트 600ml,이온음료/포장형태: 페트
코카콜라 파워에이드 마이티 포스 600ml,이온음료/포장형태: 페트/600ml
코카콜라 파워에이드 메가볼츠 600ml,이온음료/포장형태: 페트/600ml
코카콜라 파워에이드 제로 1.5L,이온음료/포장형태: 페트/1.5L/제로칼로리
코카콜라 파워에이드 제로 라벨프리 355ml,이온음료/포장형태: 페트/355ml/무라벨/제로칼로리
코카콜라 파워에이드 퍼플 스톰 600ml,"이온음료/포장형태: 페트/
[영양정보]"
코카콜라 환타 밀크소다 250ml,탄산음료/탄산음료/포장형태: 캔
코카콜라 환타 밀크소다 500ml,탄산음료/탄산음료/포장형태: 페트
코카콜라 환타 오렌지 1.5L,탄산음료/탄산음료/포장형태: 페트
