Name,Spec
로뎀푸드 미니 르뱅쿠키 녹차 5개입 100g,쿠키/사무실간식(소포장)
로뎀푸드 미니 르뱅쿠키 잡곡 5개입 80g,쿠키/사무실간식(소포장)
로뎀푸드 미니 르뱅쿠키 초코 5개입 100g,쿠키/사무실간식(소포장)
로뎀푸드 미니 르뱅쿠키 홍차 5개입 100g,쿠키/사무실간식(소포장)
로투스 비스코프 250g,"비스킷,크래커/사무실간식(소포장)/
[영양정보] 표시기준량 100g당 열량: 481kcal"
로투스 비스코프 50개입 312.5g,"비스킷,크래커/사무실간식(소포장)"
로투스 비스코프 936g,"비스킷,크래커/사무실간식(소포장)/156g x 6입"
롯데웰푸드 끼리 빈츠 크림치즈 24개입 204g,"비스킷,크래커/사무실간식(소포장)"
롯데웰푸드 립파이 초코 12개입 132g,파이/사무실간식(소포장)
롯데웰푸드 립파이 초코 8개입 88g,파이/사무실간식(소포장)
롯데웰푸드 마가렛트 16개입 352g,"쿠키/사무실간식(소포장)/
[영양정보] 표시기준량 22g당 열량: 121kcal"
롯데웰푸드 마가렛트 8개입 176g,쿠키/사무실간식(소포장)
롯데웰푸드 마가렛트 구운모카 16개입 352g,쿠키/사무실간식(소포장)
롯데웰푸드 마가렛트 구운모카 8개입 176g,쿠키/사무실간식(소포장)
롯데웰푸드 마가렛트 오리지날 18개입 396g,쿠키/사무실간식(소포장)
롯데웰푸드 명가 찰떡파이 10개입 375g,파이/사무실간식(소포장)
롯데웰푸드 몽쉘 생크림케이크 6개입 204g,파이/사무실간식(소포장)
롯데웰푸드 몽쉘 오리지널 생크림케이크 12개입 384g,"파이/사무실간식(소포장)/
[영양정보] 표시기준량 32g당 열량: 170kcal"
롯데웰푸드 몽쉘 오리지널 생크림케이크 12개입 408g,파이/사무실간식(소포장)
롯데웰푸드 몽쉘 오리지널 생크림케이크 6개입 192g,"파이/사무실간식(소포장)/
[영양정보] 1회 제공량 32g당 열량: 170kcal/나트륨 : 45mg/탄수화물: 15g/당류: 8g/지방: 11g/트랜스지방: 0.2g/포화지방: 7g/콜레스테롤: 10mg/단백질 : 2.2g"
롯데웰푸드 몽쉘 카카오 6개입 204g,파이/사무실간식(소포장)
롯데웰푸드 몽쉘 카카오 생크림케이크 12개입 384g,"파이/사무실간식(소포장)/
[영양정보] 1회 제공량 32g당 열량: 165kcal"
롯데웰푸드 몽쉘 카카오 생크림케이크 12개입 408g,파이/사무실간식(소포장)
롯데웰푸드 몽쉘 카카오 생크림케이크 6개입 192g,"파이/사무실간식(소포장)/
[영양정보] 1회 제공량 32g당 열량: 170kcal/나트륨 : 85mg/탄수화물: 15g/당류: 9g/지방: 11g/트랜스지방: 0.2g/포화지방: 7g/콜레스테롤: 10mg/단백질 : 2.2g"
롯데웰푸드 빈츠 12개입 102g,"비스킷,크래커/사무실간식(소포장)"
롯데웰푸드 빈츠 24개입 204g,"비스킷,크래커/사무실간식(소포장)"
롯데웰푸드 빠다코코낫 2개입 100g,"비스킷,크래커/사무실간식(소포장)"
롯데웰푸드 빠다코코낫 6개입 300g,"비스킷,크래커/사무실간식(소포장)"
롯데웰푸드 쁘띠 몽쉘 제로 카카오 12개입 171g,파이/사무실간식(소포장)
롯데웰푸드 쁘띠 몽쉘 제로카카오 12개입 174g,"파이/사무실간식(소포장)/
[영양정보] 표시기준량 174g당 열량: 785kcal"
롯데웰푸드 아몬드 빼빼로 4개입 132g,"비스킷,크래커/사무실간식(소포장)"
롯데웰푸드 야채레시피 9개입 249g,"비스킷,크래커/사무실간식(소포장)"
롯데웰푸드 엄마손파이 10개입 127g,파이/사무실간식(소포장)
롯데웰푸드 엄마손파이 20개입 254g,파이/사무실간식(소포장)
롯데웰푸드 제로 초콜릿칩 쿠키 12개입 168g,쿠키/사무실간식(소포장)
롯데웰푸드 제로 카카오 케이크 12개입 171g,파이/사무실간식(소포장)
롯데웰푸드 제로 쿠앤크샌드 6개입 288g,샌드/사무실간식(소포장)
롯데웰푸드 제로 쿠앤크샌드 96g,샌드/사무실간식(소포장)
롯데웰푸드 제크 오리지널 2개입 100g,"비스킷,크래커/사무실간식(소포장)"
롯데웰푸드 제크 오리지널 6개입 300g,"비스킷,크래커/사무실간식(소포장)"
롯데웰푸드 초코파이 12개입 420g,"파이/사무실간식(소포장)/
[영양정보] 표시기준량 420g당 열량: 150kcal"
롯데웰푸드 초코파이 빅사이즈 12개입 480g,파이/사무실간식(소포장)
롯데웰푸드 칙촉 오리지날 기획 대용량 실속패키지 30개입 450g,쿠키/사무실간식(소포장)
롯데웰푸드 칙촉 오리지널 12개입 180g,"쿠키/사무실간식(소포장)/
[영양정보] 1회 제공량 180g당 열량: 300kcal"
롯데웰푸드 카스타드 30개입 690g,파이/사무실간식(소포장)
롯데웰푸드 카스타드 6개입 138g,"파이/사무실간식(소포장)/
[영양정보] 표시기준량 138g당 열량: 630kcal"
롯데웰푸드 카스타드 오리지널 12개입 276g,"파이/사무실간식(소포장)/
[영양정보] 표시기준량 32g당 열량: 110kcal"
롯데웰푸드 칸쵸 2개입 80g,스낵/사무실간식(소포장)
롯데웰푸드 크런키 빼빼로 4개입 140g,"비스킷,크래커/사무실간식(소포장)/
[영양정보] 1회 제공량 35g당 열량: 195kcal/나트륨: 120mg/탄수화물: 23g/당류: 11g/지방: 10g/트랜스지방: 0g/포화지방: 6g/콜레스테롤: 5mg/단백질: 3g"
롯데웰푸드 크런키 초코바 미니 285g,초코바/사무실간식(소포장)
롯데웰푸드 팝업카드 빼빼로 167g,과자세트/사무실간식(소포장)/구성: 빼빼로 54g+아몬드 빼빼로 37g+화이트쿠키 빼빼로 37g+크런키 빼빼로 39g
롯데웰푸드 하비스트 오리지널 2개입 100g,"비스킷,크래커/사무실간식(소포장)"
롯데웰푸드 하비스트 오리지널 6개입 300g,"비스킷,크래커/사무실간식(소포장)"
롯데푸드 롯데햄 미니비엔나 140g,소시지(간식용)/사무실간식(소포장)/표시기준량: 30g/열량: 90kcal
롯데푸드 롯데햄 미니비엔나 70g,소시지(간식용)/사무실간식(소포장)/표시기준량: 30g/열량: 90kcal
롯데푸드 롯데햄 빅팜 150g,소시지(간식용)/사무실간식(소포장)
롯데푸드 롯데햄 키스틱 10개입 550g,소시지(간식용)/사무실간식(소포장)/표시기준량: 55g/열량: 100kcal
롯데푸드 롯데햄 키스틱 16개입 400g,소시지(간식용)/사무실간식(소포장)/표시기준량: 25g/열량: 45kcal
롯데푸드 롯데햄 키스틱 3개입 75g,소시지(간식용)/사무실간식(소포장)
롯데푸드 롯데햄 키스틱 60g,소시지(간식용)/사무실간식(소포장)/표시기준량: 30g/열량: 57kcal
롯데푸드 롯데햄 키스틱 더블치즈 12개입 600g,소시지(간식용)/사무실간식(소포장)/표시기준량: 50g/열량: 95kcal
롯데푸드 롯데햄 키스틱 문어콕콕 12개입 600g,소시지(간식용)/사무실간식(소포장)/표시기준량: 50g/열량: 80kcal
