2024-10-17 13:04:10
68857814,영월농협 2024 비단초 고춧가루 500g,8개,가격비교예정,0몰,,고춧가루
34771208,미원 치킨스톡 오리지날 1kg,2,92890,4몰,6개,조미료/향신료/조미료(기타)/대용량(업소용)
39244472,비엔트레이드 말레티레냐니 화이트 발사믹 15년산 250ml,2개,216410,1몰,"4,328원/10ml",조미료/향신료/발사믹식초/유리
44399897,두에비토리에 말레티레냐니 애플비네거 250ml,1개,21620,30몰,865원/10ml,조미료/향신료/식초/유리
53516894,남영양농협 23년산 영양청결 고춧가루 김치용 보통맛 500g,1개,14880,4몰,"2,976원/100g",조미료/향신료/고춧가루/지퍼백/고추(국내산)
32758097,남영양농협 23년산 영양청결 고춧가루 조미용 보통맛 500g,1개,16630,5몰,"3,326원/100g",조미료/향신료/고춧가루/지퍼백/고추(국내산)
32700830,참바다영농조합법인 가을미소 23년 햇 국내산 고춧가루 김치용 1kg,1,24720,14몰,1개,조미료/향신료/고춧가루/고추(국내산)
32702276,참바다영농조합법인 가을미소 23년 햇 국내산 고춧가루 김치용 1kg,2개,53600,5몰,"2,680원/100g",조미료/향신료/고춧가루/고추(국내산)
32680043,참바다영농조합법인 가을미소 23년 햇 국내산 고춧가루 김치용 1kg,2,78400,10몰,3개,조미료/향신료/고춧가루/고추(국내산)
43556981,메종브레몽1830 레드 오렌지 콘디멘트 100ml,1개,27360,13몰,"2,736원/10ml",조미료/향신료/발사믹식초/유리
43556990,메종브레몽1830 화이트 발사믹 식초 100ml,1개,28800,5몰,"2,880원/10ml",조미료/향신료/발사믹식초/이탈리아
43556936,메종브레몽1830 발사믹 30년산 식초 100ml,1,49580,9몰,1개,조미료/향신료/발사믹식초/이탈리아
43556906,메종브레몽1830 발사믹 30년산 식초 100ml,2,166430,2몰,3개,조미료/향신료/발사믹식초/이탈리아
43556930,메종브레몽1830 망통 레몬 화이트 발사믹 식초 100ml,1개,31500,14몰,"3,150원/10ml",조미료/향신료/발사믹식초/이탈리아
43556927,메종브레몽1830 체리 발사믹 식초 100ml,1개,28800,5몰,"2,880원/10ml",조미료/향신료/발사믹식초/이탈리아
43556924,메종브레몽1830 라즈베리 펄프 발사믹 식초100ml,1개,28800,4몰,"2,880원/10ml",조미료/향신료/발사믹식초/이탈리아
43556912,메종브레몽1830 석류 화이트 발사믹 식초 100ml,1개,28800,4몰,"2,880원/10ml",조미료/향신료/발사믹식초/이탈리아
43556915,메종브레몽1830 무화과 발사믹 식초 100ml,1개,29930,14몰,"2,993원/10ml",조미료/향신료/발사믹식초/이탈리아
43556903,메종브레몽1830 크랜베리 발사믹 식초 100ml,1개,28800,3몰,"2,880원/10ml",조미료/향신료/발사믹식초/이탈리아
43556909,메종브레몽1830 라즈베리 화이트 발사믹 식초100ml,1개,28800,4몰,"2,880원/10ml",조미료/향신료/발사믹식초/이탈리아
43556879,메종브레몽1830 망고 화이트 발사믹 식초100ml,1개,30690,2몰,"3,069원/10ml",조미료/향신료/발사믹식초/이탈리아
43556870,메종브레몽1830 자몽 화이트 발사믹 식초 100ml,1개,27360,14몰,"2,736원/10ml",조미료/향신료/발사믹식초/이탈리아
43556864,메종브레몽1830 발사믹 15년산 식초 250ml,1개,58990,8몰,"2,360원/10ml",조미료/향신료/발사믹식초/이탈리아
32756738,채운영농조합 햇살채운 고춧가루 보통매운맛 김장용 1kg,1개,28720,8몰,"2,872원/100g",조미료/향신료/고춧가루/국내산
32753192,금성농산 매코미 고춧가루 김치용 500g,1,15110,14몰,1개,조미료/향신료/고춧가루/파우치/국산
32755658,금성농산 매코미 고춧가루 김치용 500g,2,25510,14몰,2개,조미료/향신료/고춧가루/파우치/국산
32755139,금성농산 매코미 고춧가루 순한 김치용 500g,1,16710,16몰,1개,조미료/향신료/고춧가루/파우치/국산
32755646,금성농산 매코미 고춧가루 순한 김치용 500g,2,28710,16몰,2개,조미료/향신료/고춧가루/파우치/국산
32752793,채운영농조합 햇살채운 고춧가루 김장용 보통매운맛 500g + 아주매운맛 500g,1개,69657,2몰,"6,966원/100g",조미료/향신료/고춧가루/국내산
32723351,채운영농조합 햇살채운 고춧가루 고추장용 보통매운맛 500g + 아주매운맛 500g,2개,70890,4몰,"3,545원/100g",조미료/향신료/고춧가루/국내산
32712503,채운영농조합 햇살채운 고춧가루 보통매운맛 500g x 2개 + 고추씨 100g,1개,39900,1몰,"3,627원/100g",조미료/향신료/고춧가루/국내산
32674172,채운영농조합 햇살채운 고춧가루 보통매운맛 고추장용 1kg,1개,33150,3몰,"6,630원/100g",조미료/향신료/고춧가루/국내산
28646504,오뚜기 청송사과로만든 순사과식초 345ml,1,4090,6몰,1개,조미료/향신료/식초
28646513,오뚜기 청송사과로만든 순사과식초 345ml,2,15400,2몰,4개,조미료/향신료/식초
28646411,오뚜기 이천쌀로만든 막걸리식초 345ml,1,4070,6몰,1개,조미료/향신료/식초
28646486,오뚜기 이천쌀로만든 막걸리식초 345ml,2,15400,3몰,4개,조미료/향신료/식초
